0;0;130
0;0;135
0;0;140
0;0;145
0;0;150
0;0;155
0;0;160
0;0;165
0;0;170
0;0;175
0;0;180
0;0;185
0;0;190
0;0;195
0;0;200
0;0;205
0;0;210
0;0;215
0;0;220
0;0;225
0;0;230
0;0;235
0;0;240
0;0;245
0;0;250
0;0;255
0;5;255
0;10;255
0;15;255
0;20;255
0;25;255
0;30;255
0;35;255
0;40;255
0;45;255
0;50;255
0;55;255
0;60;255
0;65;255
0;70;255
0;75;255
0;80;255
0;85;255
0;90;255
0;95;255
0;100;255
0;105;255
0;110;255
0;115;255
0;120;255
0;125;255
0;130;255
0;135;255
0;140;255
0;145;255
0;150;255
0;155;255
0;160;255
0;165;255
0;170;255
0;175;255
0;180;255
0;185;255
0;190;255
0;195;255
0;200;255
0;205;255
0;210;255
0;215;255
0;220;255
0;225;255
0;230;255
0;235;255
0;240;255
0;245;255
0;250;255
0;255;255
5;255;255
10;255;255
15;255;255
20;255;255
25;255;255
20;255;250
22;255;248
25;255;245
27;255;243
30;255;240
32;255;238
35;255;235
37;255;233
40;255;230
42;255;228
45;255;225
47;255;223
50;255;220
52;255;218
55;255;215
57;255;213
60;255;210
62;255;208
65;255;205
67;255;203
70;255;200
72;255;198
75;255;195
77;255;193
80;255;190
82;255;188
85;255;185
87;255;183
90;255;180
92;255;178
95;255;175
97;255;173
100;255;170
102;255;168
105;255;165
107;255;163
110;255;160
112;255;158
115;255;155
117;255;153
120;255;150
122;255;148
125;255;145
127;255;143
130;255;140
132;255;138
135;255;135
137;255;133
140;255;130
142;255;128
145;255;125
147;255;123
150;255;120
152;255;118
155;255;115
157;255;113
160;255;110
162;255;108
165;255;105
167;255;103
170;255;100
172;255;98
175;255;95
177;255;93
180;255;90
182;255;88
185;255;85
187;255;83
190;255;80
192;255;78
195;255;75
197;255;73
200;255;70
202;255;68
205;255;65
207;255;63
210;255;60
215;255;55
220;255;50
225;255;45
230;255;40
235;255;35
240;255;30
245;255;25
250;255;20
255;255;15
255;255;10
255;255;5
255;255;0
255;250;0
255;245;0
255;240;0
255;235;0
255;230;0
255;225;0
255;220;0
255;215;0
255;210;0
255;205;0
255;200;0
255;195;0
255;190;0
255;185;0
255;180;0
255;175;0
255;170;0
255;165;0
255;160;0
255;155;0
255;150;0
255;145;0
255;140;0
255;135;0
255;130;0
255;125;0
255;120;0
255;115;0
255;110;0
255;105;0
255;100;0
255;95;0
255;90;0
255;85;0
255;80;0
255;75;0
255;70;0
255;65;0
255;60;0
255;55;0
255;50;0
255;45;0
255;40;0
255;35;0
255;33;0
255;30;0
255;28;0
255;25;0
255;23;0
255;20;0
255;18;0
255;15;0
255;13;0
255;10;0
255;8;0
255;5;0
255;0;0
250;0;0
245;0;0
240;0;0
235;0;0
230;0;0
225;0;0
220;0;0
215;0;0
210;0;0
205;0;0
200;0;0
195;0;0
190;0;0
185;0;0
180;0;0
175;0;0
170;0;0
165;0;0
160;0;0
155;0;0
150;0;0
145;0;0
140;0;0
135;0;0
130;0;0
125;0;0
120;0;0
115;0;0
